Age,Gender,Education Level,Job Title,Years of Experience,Salary
33.0,Female,Master's Degree,Back end Developer,9.0,>100K
26.0,Male,Bachelor's Degree,Front end Developer,3.0,<=100K
50.0,Female,Master's Degree,Senior Project Engineer,22.0,>100K
41.0,Male,PhD,Software Engineer Manager,15.0,>100K
29.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,<=100K
38.0,Male,Master's Degree,Senior Software Engineer,14.0,>100K
48.0,Female,Bachelor's Degree,Senior Project Engineer,21.0,>100K
31.0,Male,Master's Degree,Full Stack Engineer,8.0,>100K
45.0,Male,PhD,Software Engineer Manager,21.0,>100K
35.0,Female,Master's Degree,Senior Software Engineer,11.0,>100K
42.0,Male,Bachelor's Degree,Back end Developer,16.0,>100K
27.0,Female,Master's Degree,Full Stack Engineer,4.0,<=100K
33.0,Male,Bachelor's Degree,Front end Developer,9.0,>100K
36.0,Female,Master's Degree,Senior Project Engineer,11.0,>100K
54.0,Male,PhD,Software Engineer Manager,30.0,>100K
30.0,Female,Bachelor's Degree,Senior Software Engineer,5.0,>100K
26.0,Male,Master's Degree,Full Stack Engineer,3.0,<=100K
45.0,Female,PhD,Senior Project Engineer,21.0,>100K
38.0,Male,Master's Degree,Software Engineer Manager,16.0,>100K
31.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,>100K
42.0,Male,Master's Degree,Senior Software Engineer,19.0,>100K
28.0,Female,Bachelor's Degree,Back end Developer,5.0,<=100K
48.0,Male,PhD,Software Engineer Manager,24.0,>100K
36.0,Female,Master's Degree,Full Stack Engineer,13.0,>100K
43.0,Male,Bachelor's Degree,Senior Project Engineer,20.0,>100K
33.0,Female,Master's Degree,Front end Developer,9.0,>100K
26.0,Male,Bachelor's Degree,Full Stack Engineer,4.0,<=100K
50.0,Female,Master's Degree,Senior Software Engineer,21.0,>100K
27.0,Male,Master's Degree,Back end Developer,5.0,<=100K
38.0,Female,Bachelor's Degree,Senior Project Engineer,13.0,>100K
54.0,Male,PhD,Software Engineer Manager,28.0,>100K
31.0,Female,Master's Degree,Full Stack Engineer,7.0,>100K
36.0,Male,Bachelor's Degree,Senior Software Engineer,13.0,>100K
45.0,Female,Master's Degree,Software Engineer Manager,22.0,>100K
42.0,Male,Bachelor's Degree,Back end Developer,18.0,>100K
28.0,Female,Master's Degree,Full Stack Engineer,4.0,<=100K
48.0,Male,PhD,Senior Software Engineer,26.0,>100K
36.0,Female,Master's Degree,Senior Project Engineer,12.0,>100K
43.0,Male,Bachelor's Degree,Full Stack Engineer,18.0,>100K
33.0,Female,Master's Degree,Front end Developer,9.0,>100K
26.0,Male,Bachelor's Degree,Back end Developer,2.0,<=100K
50.0,Female,Master's Degree,Senior Software Engineer,23.0,>100K
41.0,Male,PhD,Software Engineer Manager,16.0,>100K
29.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,>100K
38.0,Male,Master's Degree,Senior Software Engineer,15.0,>100K
48.0,Female,Bachelor's Degree,Senior Project Engineer,22.0,>100K
31.0,Male,Master's Degree,Full Stack Engineer,8.0,<=100K
28.0,Male,Bachelor's Degree,Software Developer,1.0,<=100K
32.0,Female,Master's Degree,Product Manager,5.0,<=100K
26.0,Male,Bachelor's Degree,Software Engineer,2.0,<=100K
33.0,Female,Master's Degree,Data Analyst,6.0,<=100K
29.0,Male,Bachelor's Degree,Front End Developer,3.0,<=100K
42.0,Male,PhD,Director of Data Science,12.0,>100K
36.0,Female,Master's Degree,Data Scientist,8.0,>100K
27.0,Male,Bachelor's Degree,Software Developer,1.0,<=100K
34.0,Female,Master's Degree,Product Manager,7.0,>100K
29.0,Male,Bachelor's Degree,Software Engineer,4.0,<=100K
41.0,Female,PhD,Senior Data Scientist,16.0,>100K
34.0,Male,Master's Degree,Data Analyst,8.0,<=100K
24.0,Female,Bachelor's Degree,Software Developer,2.0,<=100K
36.0,Male,PhD,Director of Data Science,12.0,>100K
30.0,Female,Bachelor's Degree,Software Engineer,5.0,<=100K
29.0,Male,Bachelor's Degree,Front End Developer,4.0,<=100K
42.0,Male,Master's Degree,Product Manager,14.0,>100K
26.0,Male,Bachelor's Degree,Software Developer,2.0,<=100K
35.0,Female,Master's Degree,Data Analyst,9.0,>100K
27.0,Female,Bachelor's Degree,Software Engineer,3.0,<=100K
48.0,Male,PhD,Director of Data Science,18.0,>100K
34.0,Male,Master's Degree,Data Scientist,9.0,>100K
23.0,Female,Bachelor's Degree,Software Engineer,1.0,<=100K
32.0,Male,Master's Degree,Product Manager,7.0,>100K
25.0,Female,Master's Degree,Software Engineer,2.0,<=100K
37.0,Male,Bachelor's Degree,Data Analyst,11.0,>100K
28.0,Male,Bachelor's Degree,Software Engineer,4.0,<=100K
41.0,Female,PhD,Director of Data Science,16.0,>100K
34.0,Male,Master's Degree,Data Analyst,8.0,<=100K
24.0,Female,Bachelor's Degree,Software Developer,2.0,<=100K
36.0,Male,PhD,Senior Data Scientist,12.0,>100K
30.0,Female,Bachelor's Degree,Software Engineer,5.0,<=100K
29.0,Male,Bachelor's Degree,Front End Developer,4.0,<=100K
42.0,Male,Master's Degree,Product Manager,14.0,>100K
26.0,Male,Bachelor's Degree,Software Developer,2.0,<=100K
35.0,Female,Master's Degree,Data Analyst,9.0,>100K
27.0,Female,Bachelor's Degree,Software Engineer,3.0,<=100K
48.0,Male,PhD,Director of Data Science,18.0,>100K
34.0,Male,Master's Degree,Data Scientist,9.0,>100K
23.0,Female,Bachelor's Degree,Software Engineer,1.0,<=100K
32.0,Male,Master's Degree,Product Manager,7.0,>100K
25.0,Female,Master's Degree,Software Engineer,2.0,<=100K
37.0,Male,Bachelor's Degree,Data Analyst,11.0,>100K
28.0,Male,Bachelor's Degree,Software Engineer,4.0,<=100K
41.0,Female,PhD,Director of Data Science,16.0,>100K
34.0,Male,Master's Degree,Data Analyst,8.0,<=100K
24.0,Female,Bachelor's Degree,Software Developer,2.0,<=100K
36.0,Male,PhD,Senior Data Scientist,12.0,>100K
30.0,Female,Bachelor's Degree,Software Engineer,5.0,<=100K
29.0,Male,Bachelor's Degree,Front End Developer,4.0,<=100K
42.0,Male,Master's Degree,Product Manager,14.0,>100K
26.0,Male,Bachelor's Degree,Software Developer,2.0,<=100K
35.0,Female,Master's Degree,Data Analyst,9.0,>100K
27.0,Female,Bachelor's Degree,Software Engineer,3.0,<=100K
48.0,Male,PhD,Director of Data Science,18.0,>100K
34.0,Male,Master's Degree,Data Scientist,9.0,>100K
23.0,Female,Bachelor's Degree,Software Engineer,1.0,<=100K
32.0,Male,Master's Degree,Product Manager,7.0,>100K
25.0,Female,Master's Degree,Software Engineer,2.0,<=100K
37.0,Male,Bachelor's Degree,Data Analyst,11.0,>100K
28.0,Male,Bachelor's Degree,Software Engineer,4.0,<=100K
41.0,Female,PhD,Director of Data Science,16.0,>100K
34.0,Male,Master's Degree,Data Analyst,8.0,<=100K
24.0,Female,Bachelor's Degree,Software Developer,2.0,<=100K
36.0,Male,PhD,Senior Data Scientist,12.0,>100K
30.0,Female,Bachelor's Degree,Software Engineer,5.0,<=100K
29.0,Male,Bachelor's Degree,Front End Developer,4.0,<=100K
42.0,Male,Master's Degree,Product Manager,14.0,>100K
26.0,Male,Bachelor's Degree,Software Developer,2.0,<=100K
35.0,Female,Master's Degree,Data Analyst,9.0,>100K
27.0,Female,Bachelor's Degree,Software Engineer,3.0,<=100K
48.0,Male,PhD,Director of Data Science,18.0,>100K
34.0,Male,Master's Degree,Data Scientist,9.0,>100K
23.0,Female,Bachelor's Degree,Software Engineer,1.0,<=100K
32.0,Male,Master's Degree,Product Manager,7.0,>100K
25.0,Female,Master's Degree,Software Engineer,2.0,<=100K
37.0,Male,Bachelor's Degree,Data Analyst,11.0,>100K
28.0,Male,Bachelor's Degree,Software Engineer,4.0,<=100K
41.0,Female,PhD,Director of Data Science,16.0,>100K
34.0,Male,Master's Degree,Data Analyst,8.0,<=100K
24.0,Female,Bachelor's Degree,Software Developer,2.0,<=100K
36.0,Male,PhD,Senior Data Scientist,12.0,>100K
30.0,Female,Bachelor's Degree,Software Engineer,5.0,<=100K
29.0,Male,Bachelor's Degree,Front End Developer,4.0,<=100K
42.0,Male,Master's Degree,Product Manager,14.0,>100K
26.0,Male,Bachelor's Degree,Software Developer,2.0,<=100K
35.0,Female,Master's Degree,Data Analyst,9.0,>100K
27.0,Female,Bachelor's Degree,Software Engineer,3.0,<=100K
48.0,Male,PhD,Director of Data Science,18.0,>100K
34.0,Male,Master's Degree,Data Scientist,9.0,>100K
23.0,Female,Bachelor's Degree,Software Engineer,1.0,<=100K
32.0,Male,Master's Degree,Product Manager,7.0,>100K
25.0,Female,Master's Degree,Software Engineer,2.0,<=100K
37.0,Male,Bachelor's Degree,Data Analyst,11.0,>100K
28.0,Male,Bachelor's Degree,Software Engineer,4.0,<=100K
41.0,Female,PhD,Director of Data Science,16.0,>100K
34.0,Male,Master's Degree,Data Analyst,8.0,<=100K
24.0,Female,Bachelor's Degree,Software Developer,2.0,<=100K
36.0,Male,PhD,Senior Data Scientist,12.0,>100K
30.0,Female,Bachelor's Degree,Software Engineer,5.0,<=100K
29.0,Male,Bachelor's Degree,Front End Developer,4.0,<=100K
42.0,Male,Master's Degree,Product Manager,14.0,>100K
26.0,Male,Bachelor's Degree,Software Developer,2.0,<=100K
35.0,Female,Master's Degree,Data Analyst,9.0,>100K
27.0,Female,Bachelor's Degree,Software Engineer,3.0,<=100K
48.0,Male,PhD,Director of Data Science,18.0,>100K
34.0,Male,Master's Degree,Data Scientist,9.0,>100K
23.0,Female,Bachelor's Degree,Software Engineer,1.0,<=100K
32.0,Male,Master's Degree,Product Manager,7.0,>100K
25.0,Female,Master's Degree,Software Engineer,2.0,<=100K
37.0,Male,Bachelor's Degree,Data Analyst,11.0,>100K
28.0,Male,Bachelor's Degree,Software Engineer,4.0,<=100K
41.0,Female,PhD,Director of Data Science,16.0,>100K
34.0,Male,Master's Degree,Data Analyst,8.0,<=100K
24.0,Female,Bachelor's Degree,Software Developer,2.0,<=100K
36.0,Male,PhD,Senior Data Scientist,12.0,>100K
30.0,Female,Bachelor's Degree,Software Engineer,5.0,<=100K
29.0,Male,Bachelor's Degree,Front End Developer,4.0,<=100K
42.0,Male,Master's Degree,Product Manager,14.0,>100K
26.0,Male,Bachelor's Degree,Software Developer,2.0,<=100K
35.0,Female,Master's Degree,Data Analyst,9.0,>100K
27.0,Female,Bachelor's Degree,Software Engineer,3.0,<=100K
48.0,Male,PhD,Director of Data Science,18.0,>100K
34.0,Male,Master's Degree,Data Scientist,9.0,>100K
30.0,Female,Bachelor's Degree,Software Engineer,4.0,<=100K
29.0,Male,Bachelor's Degree,Front End Developer,3.0,<=100K
42.0,Male,Master's Degree,Product Manager,14.0,>100K
26.0,Male,Bachelor's Degree,Software Developer,2.0,<=100K
35.0,Female,Master's Degree,Data Analyst,9.0,>100K
27.0,Female,Bachelor's Degree,Software Engineer,3.0,<=100K
48.0,Male,PhD,Director of Data Science,18.0,>100K
34.0,Male,Master's Degree,Data Scientist,9.0,>100K
23.0,Female,Bachelor's Degree,Software Engineer,1.0,<=100K
32.0,Male,Master's Degree,Product Manager,7.0,>100K
25.0,Female,Master's Degree,Software Engineer,2.0,<=100K
37.0,Male,Bachelor's Degree,Data Analyst,11.0,>100K
28.0,Male,Bachelor's Degree,Software Engineer,4.0,<=100K
41.0,Female,PhD,Director of Data Science,16.0,>100K
34.0,Male,Master's Degree,Data Analyst,8.0,<=100K
24.0,Female,Bachelor's Degree,Software Developer,2.0,<=100K
36.0,Male,PhD,Senior Data Scientist,12.0,>100K
30.0,Female,Bachelor's Degree,Software Engineer,5.0,<=100K
29.0,Male,Bachelor's Degree,Front End Developer,4.0,<=100K
42.0,Male,Master's Degree,Product Manager,14.0,>100K
26.0,Male,Bachelor's Degree,Software Developer,2.0,<=100K
35.0,Female,Master's Degree,Data Analyst,9.0,>100K
27.0,Female,Bachelor's Degree,Software Engineer,3.0,<=100K
48.0,Male,PhD,Director of Data Science,18.0,>100K
34.0,Male,Master's Degree,Data Scientist,9.0,>100K
23.0,Female,Bachelor's Degree,Software Engineer,1.0,<=100K
32.0,Male,Master's Degree,Product Manager,7.0,>100K
25.0,Female,Master's Degree,Software Engineer,2.0,<=100K
37.0,Male,Bachelor's Degree,Data Analyst,11.0,>100K
28.0,Male,Bachelor's Degree,Software Engineer,4.0,<=100K
41.0,Female,PhD,Director of Data Science,16.0,>100K
34.0,Male,Master's Degree,Data Analyst,8.0,<=100K
24.0,Female,Bachelor's Degree,Software Developer,2.0,<=100K
36.0,Male,PhD,Senior Data Scientist,12.0,>100K
30.0,Female,Bachelor's Degree,Software Engineer,5.0,<=100K
29.0,Male,Bachelor's Degree,Front End Developer,4.0,<=100K
42.0,Male,Master's Degree,Product Manager,14.0,>100K
26.0,Male,Bachelor's Degree,Software Developer,2.0,<=100K
35.0,Female,Master's Degree,Data Analyst,9.0,>100K
27.0,Female,Bachelor's Degree,Software Engineer,3.0,<=100K
48.0,Male,PhD,Director of Data Science,18.0,>100K
34.0,Male,Master's Degree,Data Scientist,9.0,>100K
23.0,Female,Bachelor's Degree,Software Engineer,1.0,<=100K
32.0,Male,Master's Degree,Product Manager,7.0,>100K
25.0,Female,Master's Degree,Software Engineer,2.0,<=100K
37.0,Male,Bachelor's Degree,Data Analyst,11.0,>100K
28.0,Male,Bachelor's Degree,Software Engineer,4.0,<=100K
41.0,Female,PhD,Director of Data Science,16.0,>100K
34.0,Male,Master's Degree,Data Analyst,8.0,<=100K
24.0,Female,Bachelor's Degree,Software Developer,2.0,<=100K
36.0,Male,PhD,Senior Data Scientist,12.0,>100K
30.0,Female,Bachelor's Degree,Software Engineer,5.0,<=100K
29.0,Male,Bachelor's Degree,Front End Developer,4.0,<=100K
42.0,Male,Master's Degree,Product Manager,14.0,>100K
26.0,Male,Bachelor's Degree,Software Developer,2.0,<=100K
35.0,Female,Master's Degree,Data Analyst,9.0,>100K
27.0,Female,Bachelor's Degree,Software Engineer,3.0,<=100K
48.0,Male,PhD,Director of Data Science,18.0,>100K
34.0,Male,Master's Degree,Data Scientist,9.0,>100K
23.0,Female,Bachelor's Degree,Software Engineer,1.0,<=100K
32.0,Male,Master's Degree,Product Manager,7.0,>100K
25.0,Female,Master's Degree,Software Engineer,2.0,<=100K
37.0,Male,Bachelor's Degree,Data Analyst,11.0,>100K
28.0,Male,Bachelor's Degree,Software Engineer,4.0,<=100K
41.0,Female,PhD,Director of Data Science,16.0,>100K
34.0,Male,Master's Degree,Data Analyst,8.0,<=100K
24.0,Female,Bachelor's Degree,Software Developer,2.0,<=100K
36.0,Male,PhD,Senior Data Scientist,12.0,>100K
30.0,Female,Bachelor's Degree,Software Engineer,5.0,<=100K
29.0,Male,Bachelor's Degree,Front End Developer,4.0,<=100K
42.0,Male,Master's Degree,Product Manager,14.0,>100K
26.0,Male,Bachelor's Degree,Software Developer,2.0,<=100K
35.0,Female,Master's Degree,Data Analyst,9.0,>100K
27.0,Female,Bachelor's Degree,Software Engineer,3.0,<=100K
48.0,Male,PhD,Director of Data Science,18.0,>100K
34.0,Male,Master's Degree,Data Scientist,9.0,>100K
23.0,Female,Bachelor's Degree,Software Engineer,1.0,<=100K
32.0,Male,Master's Degree,Product Manager,7.0,>100K
25.0,Female,Master's Degree,Software Engineer,2.0,<=100K
37.0,Male,Bachelor's Degree,Data Analyst,11.0,>100K
28.0,Male,Bachelor's Degree,Software Engineer,4.0,<=100K
41.0,Female,PhD,Director of Data Science,16.0,>100K
34.0,Male,Master's Degree,Data Analyst,8.0,<=100K
24.0,Female,Bachelor's Degree,Software Developer,2.0,<=100K
36.0,Male,PhD,Senior Data Scientist,12.0,>100K
30.0,Female,Bachelor's Degree,Software Engineer,5.0,<=100K
29.0,Male,Bachelor's Degree,Front End Developer,4.0,<=100K
42.0,Male,Master's Degree,Product Manager,14.0,>100K
26.0,Male,Bachelor's Degree,Software Developer,2.0,<=100K
35.0,Female,Master's Degree,Data Analyst,9.0,>100K
27.0,Female,Bachelor's Degree,Software Engineer,3.0,<=100K
48.0,Male,PhD,Director of Data Science,18.0,>100K
34.0,Male,Master's Degree,Data Scientist,9.0,>100K
23.0,Female,Bachelor's Degree,Software Engineer,1.0,<=100K
32.0,Male,Master's Degree,Product Manager,7.0,>100K
25.0,Female,Master's Degree,Software Engineer,2.0,<=100K
37.0,Male,Bachelor's Degree,Data Analyst,11.0,>100K
28.0,Male,Bachelor's Degree,Software Engineer,4.0,<=100K
41.0,Female,PhD,Director of Data Science,16.0,>100K
34.0,Male,Master's Degree,Data Analyst,8.0,<=100K
24.0,Female,Bachelor's Degree,Software Developer,2.0,<=100K
36.0,Male,PhD,Senior Data Scientist,12.0,>100K
30.0,Female,Bachelor's Degree,Software Engineer,5.0,<=100K
29.0,Male,Bachelor's Degree,Front End Developer,4.0,<=100K
42.0,Male,Master's Degree,Product Manager,14.0,>100K
26.0,Male,Bachelor's Degree,Software Developer,2.0,<=100K
35.0,Female,Master's Degree,Data Analyst,9.0,>100K
27.0,Female,Bachelor's Degree,Software Engineer,3.0,<=100K
48.0,Male,PhD,Director of Data Science,18.0,>100K
34.0,Male,Master's Degree,Data Scientist,9.0,>100K
23.0,Female,Bachelor's Degree,Software Engineer,1.0,<=100K
32.0,Male,Master's Degree,Product Manager,7.0,>100K
25.0,Female,Master's Degree,Software Engineer,2.0,<=100K
37.0,Male,Bachelor's Degree,Data Analyst,11.0,>100K
28.0,Male,Bachelor's Degree,Software Engineer,4.0,<=100K
41.0,Female,PhD,Director of Data Science,16.0,>100K
34.0,Male,Master's Degree,Data Analyst,8.0,<=100K
24.0,Female,Bachelor's Degree,Software Developer,2.0,<=100K
36.0,Male,PhD,Senior Data Scientist,12.0,>100K
30.0,Female,Bachelor's Degree,Software Engineer,5.0,<=100K
29.0,Male,Bachelor's Degree,Front End Developer,4.0,<=100K
42.0,Male,Master's Degree,Product Manager,14.0,>100K
26.0,Male,Bachelor's Degree,Software Developer,2.0,<=100K
35.0,Female,Master's Degree,Data Analyst,9.0,>100K
28.0,Male,Master's Degree,Web Developer,5.0,<=100K
30.0,Female,Bachelor's Degree,Junior HR Coordinator,4.0,<=100K
25.0,Male,Bachelor's Degree,Junior Web Developer,2.0,<=100K
45.0,Female,Master's Degree,Senior Human Resources Manager,18.0,>100K
33.0,Male,PhD,Director of HR,9.0,>100K
22.0,Female,High School,Junior HR Generalist,0.0,<=100K
36.0,Male,Bachelor's Degree,Web Developer,10.0,<=100K
29.0,Female,Master's Degree,Senior HR Generalist,4.0,<=100K
42.0,Male,PhD,Director of HR,16.0,>100K
27.0,Female,Bachelor's Degree,Junior HR Coordinator,2.0,<=100K
38.0,Male,Master's Degree,Senior Human Resources Manager,11.0,>100K
24.0,Female,Bachelor's Degree,Web Developer,1.0,<=100K
31.0,Male,High School,Junior Web Developer,4.0,<=100K
39.0,Female,PhD,Director of HR,13.0,>100K
26.0,Male,Bachelor's Degree,Junior HR Generalist,2.0,<=100K
32.0,Female,Master's Degree,Senior HR Generalist,7.0,<=100K
32.0,Male,Bachelor's Degree,Junior Web Developer,2.0,<=100K
24.0,Female,High School,Junior HR Generalist,1.0,<=100K
45.0,Male,PhD,Senior Human Resources Manager,12.0,>100K
29.0,Female,Master's Degree,Web Developer,4.0,<=100K
38.0,Male,Bachelor's Degree,Senior HR Generalist,8.0,<=100K
27.0,Female,Master's Degree,Director of HR,5.0,<=100K
31.0,Female,High School,Junior HR Coordinator,3.0,<=100K
42.0,Male,Master's Degree,Web Developer,10.0,>100K
26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,<=100K
36.0,Male,Master's Degree,Senior HR Generalist,7.0,<=100K
28.0,Male,High School,Junior HR Generalist,1.0,<=100K
33.0,Female,Bachelor's Degree,Web Developer,5.0,<=100K
46.0,Male,PhD,Director of HR,15.0,>100K
25.0,Female,Bachelor's Degree,Junior Web Developer,1.0,<=100K
37.0,Female,Master's Degree,Senior Human Resources Manager,9.0,>100K
30.0,Male,Master's Degree,Web Developer,4.0,<=100K
43.0,Female,PhD,Director of HR,14.0,>100K
34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,<=100K
26.0,Female,High School,Junior HR Generalist,2.0,<=100K
41.0,Male,Master's Degree,Senior HR Generalist,11.0,>100K
29.0,Female,Master's Degree,Web Developer,5.0,<=100K
35.0,Male,Bachelor's Degree,Web Developer,6.0,<=100K
27.0,Female,High School,Junior HR Coordinator,1.0,<=100K
40.0,Male,PhD,Director of HR,13.0,>100K
23.0,Female,Bachelor's Degree,Junior Web Developer,1.0,<=100K
39.0,Male,Master's Degree,Senior HR Generalist,10.0,>100K
31.0,Male,High School,Junior HR Generalist,2.0,<=100K
44.0,Female,PhD,Senior Human Resources Manager,12.0,>100K
28.0,Male,Master's Degree,Web Developer,3.0,<=100K
32.0,Female,Bachelor's Degree,Junior Web Developer,2.0,<=100K
45.0,Male,Master's Degree,Director of HR,14.0,>100K
26.0,Female,Bachelor's Degree,Web Developer,3.0,<=100K
38.0,Male,PhD,Senior Human Resources Manager,11.0,>100K
27.0,Female,Master's Degree,Senior HR Generalist,4.0,<=100K
33.0,Male,High School,Junior HR Coordinator,3.0,<=100K
42.0,Female,Master's Degree,Director of HR,13.0,>100K
29.0,Male,Bachelor's Degree,Junior Web Developer,2.0,<=100K
36.0,Female,Master's Degree,Web Developer,7.0,<=100K
30.0,Male,High School,Junior HR Generalist,1.0,<=100K
43.0,Female,PhD,Senior Human Resources Manager,15.0,>100K
34.0,Male,Bachelor's Degree,Web Developer,4.0,<=100K
25.0,Female,Master's Degree,Junior HR Generalist,1.0,<=100K
37.0,Male,PhD,Director of HR,12.0,>100K
24.0,Female,Bachelor's Degree,Junior Web Developer,1.0,<=100K
39.0,Male,Master's Degree,Senior HR Generalist,9.0,<=100K
31.0,Male,High School,Junior HR Generalist,2.0,<=100K
44.0,Female,PhD,Director of HR,14.0,>100K
28.0,Male,Bachelor's Degree,Web Developer,3.0,<=100K
32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,<=100K
45.0,Male,PhD,Director of HR,13.0,>100K
26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,<=100K
38.0,Male,Master's Degree,Senior HR Generalist,8.0,<=100K
27.0,Female,High School,Junior HR Generalist,1.0,<=100K
33.0,Male,Bachelor's Degree,Web Developer,5.0,<=100K
42.0,Female,Master's Degree,Director of HR,12.0,>100K
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,<=100K
36.0,Female,Master's Degree,Web Developer,7.0,<=100K
30.0,Male,High School,Junior HR Coordinator,2.0,<=100K
43.0,Female,PhD,Senior Human Resources Manager,15.0,>100K
34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,<=100K
25.0,Female,Master's Degree,Junior HR Generalist,1.0,<=100K
37.0,Male,PhD,Director of HR,11.0,>100K
24.0,Female,Bachelor's Degree,Web Developer,1.0,<=100K
39.0,Male,Master's Degree,Senior HR Generalist,10.0,>100K
31.0,Male,High School,Junior HR Generalist,2.0,<=100K
44.0,Female,PhD,Director of HR,13.0,>100K
28.0,Male,Bachelor's Degree,Web Developer,4.0,<=100K
32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,<=100K
45.0,Male,PhD,Director of HR,14.0,>100K
26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,<=100K
38.0,Male,Master's Degree,Senior HR Generalist,8.0,<=100K
27.0,Female,High School,Junior HR Generalist,1.0,<=100K
33.0,Male,Bachelor's Degree,Web Developer,5.0,<=100K
42.0,Female,Master's Degree,Director of HR,12.0,>100K
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,<=100K
36.0,Female,Master's Degree,Web Developer,7.0,<=100K
30.0,Male,High School,Junior HR Coordinator,2.0,<=100K
43.0,Female,PhD,Senior Human Resources Manager,15.0,>100K
34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,<=100K
25.0,Female,Master's Degree,Junior HR Generalist,1.0,<=100K
37.0,Male,PhD,Director of HR,11.0,>100K
24.0,Female,Bachelor's Degree,Web Developer,1.0,<=100K
39.0,Male,Master's Degree,Senior HR Generalist,10.0,>100K
31.0,Male,High School,Junior HR Generalist,2.0,<=100K
44.0,Female,PhD,Director of HR,13.0,>100K
28.0,Male,Bachelor's Degree,Web Developer,4.0,<=100K
32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,<=100K
45.0,Male,PhD,Director of HR,14.0,>100K
26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,<=100K
38.0,Male,Master's Degree,Senior HR Generalist,8.0,<=100K
27.0,Female,High School,Junior HR Generalist,1.0,<=100K
33.0,Male,Bachelor's Degree,Web Developer,5.0,<=100K
42.0,Female,Master's Degree,Director of HR,12.0,>100K
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,<=100K
36.0,Female,Master's Degree,Web Developer,7.0,<=100K
30.0,Male,High School,Junior HR Coordinator,2.0,<=100K
43.0,Female,PhD,Senior Human Resources Manager,15.0,>100K
34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,<=100K
25.0,Female,Master's Degree,Junior HR Generalist,1.0,<=100K
37.0,Male,PhD,Director of HR,11.0,>100K
24.0,Female,Bachelor's Degree,Web Developer,1.0,<=100K
39.0,Male,Master's Degree,Senior HR Generalist,10.0,>100K
31.0,Male,High School,Junior HR Generalist,2.0,<=100K
44.0,Female,PhD,Director of HR,13.0,>100K
28.0,Male,Bachelor's Degree,Web Developer,4.0,<=100K
32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,<=100K
45.0,Male,PhD,Director of HR,14.0,>100K
26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,<=100K
38.0,Male,Master's Degree,Senior HR Generalist,8.0,<=100K
27.0,Female,High School,Junior HR Generalist,1.0,<=100K
33.0,Male,Bachelor's Degree,Web Developer,5.0,<=100K
42.0,Female,Master's Degree,Director of HR,12.0,>100K
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,<=100K
36.0,Female,Master's Degree,Web Developer,7.0,<=100K
30.0,Male,High School,Junior HR Coordinator,2.0,<=100K
43.0,Female,PhD,Senior Human Resources Manager,15.0,>100K
34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,<=100K
25.0,Female,Master's Degree,Junior HR Generalist,1.0,<=100K
37.0,Male,PhD,Director of HR,11.0,>100K
32.0,Male,Bachelor's Degree,Junior Web Developer,2.0,<=100K
24.0,Female,High School,Junior HR Generalist,1.0,<=100K
45.0,Male,PhD,Senior Human Resources Manager,12.0,>100K
29.0,Female,Master's Degree,Web Developer,4.0,<=100K
38.0,Male,Bachelor's Degree,Senior HR Generalist,8.0,<=100K
27.0,Female,Master's Degree,Director of HR,5.0,<=100K
31.0,Female,High School,Junior HR Coordinator,3.0,<=100K
42.0,Male,Master's Degree,Web Developer,10.0,>100K
26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,<=100K
36.0,Male,Master's Degree,Senior HR Generalist,7.0,<=100K
28.0,Male,High School,Junior HR Generalist,1.0,<=100K
33.0,Female,Bachelor's Degree,Web Developer,5.0,<=100K
46.0,Male,PhD,Director of HR,15.0,>100K
25.0,Female,Bachelor's Degree,Junior Web Developer,1.0,<=100K
37.0,Female,Master's Degree,Senior Human Resources Manager,9.0,>100K
30.0,Male,Master's Degree,Web Developer,4.0,<=100K
43.0,Female,PhD,Director of HR,14.0,>100K
34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,<=100K
26.0,Female,High School,Junior HR Generalist,2.0,<=100K
41.0,Male,Master's Degree,Senior HR Generalist,11.0,>100K
29.0,Female,Master's Degree,Web Developer,5.0,<=100K
35.0,Male,Bachelor's Degree,Web Developer,6.0,<=100K
27.0,Female,High School,Junior HR Coordinator,1.0,<=100K
